12/13,Cleveland Cavaliers,547,1581,2446,5320,1380,1826,1004,2359,1694,647,334,1149,1737,7913
12/13,Minnesota Timberwolves,450,1475,2493,5227,1515,2042,973,2473,1836,700,387,1214,1509,7851
12/13,Boston Celtics,498,1390,2503,5069,1318,1698,654,2533,1843,667,365,1181,1717,7818
12/13,Phoenix Suns,480,1455,2581,5462,1203,1618,959,2454,1855,659,434,1278,1688,7805
12/13,Detroit Pistons,513,1440,2466,5198,1307,1870,991,2463,1742,574,400,1241,1623,7778
12/13,Orlando Magic,506,1537,2587,5367,1026,1359,890,2612,1871,528,358,1191,1591,7718
12/13,New Orleans/Oklahoma City/New Orleans Pelicans/Hornets,535,1474,2420,5115,1269,1636,988,2426,1721,520,440,1193,1673,7714
12/13,Indiana Pacers,555,1599,2290,4926,1429,1915,1043,2671,1645,580,513,1227,1623,7674
12/13,Charlotte Hornets/Bobcats,469,1399,2354,5250,1546,2060,917,2389,1587,591,479,1153,1561,7661
12/13,Memphis Grizzlies,382,1107,2582,5572,1349,1746,1059,2445,1715,703,436,1144,1660,7659
12/13,Washington Wizards,545,1495,2365,5198,1279,1746,887,2652,1775,598,376,1238,1681,7644
12/13,Chicago Bulls,446,1265,2480,5433,1343,1738,1026,2514,1886,588,417,1171,1617,7641
12/13,Philadelphia 76ers,518,1438,2541,5457,1004,1377,896,2493,1867,609,384,1070,1505,7640
10/11,Denver Nuggets,662,1704,2483,4909,1859,2429,791,2652,1813,605,352,1157,1719,8811
10/11,New York Knicks,765,2081,2375,4786,1689,2087,847,2470,1757,625,475,1123,1743,8734
10/11,Houston Rockets,677,1843,2493,5132,1668,2083,962,2549,1955,581,371,1110,1641,8685
10/11,Phoenix Suns,701,1857,2518,4987,1472,1939,821,2478,1945,545,357,1169,1666,8611
10/11,Oklahoma City Thunder/Seattle SuperSonics,487,1403,2579,5206,1977,2401,903,2604,1672,654,487,1156,1836,8596
10/11,San Antonio Spurs,685,1727,2463,4901,1521,1984,829,2603,1836,602,372,1101,1556,8502
10/11,Golden State Warriors,685,1749,2566,5298,1290,1695,955,2370,1847,737,406,1198,1806,8477
10/11,Miami Heat,547,1479,2484,4822,1760,2288,790,2666,1639,544,430,1142,1674,8369
10/11,Los Angeles Lakers,524,1487,2604,5270,1541,1979,989,2616,1801,602,422,1073,1555,8321
10/11,Minnesota Timberwolves,589,1565,2501,5449,1519,1977,1085,2556,1650,592,422,1398,1825,8288
10/11,Dallas Mavericks,645,1768,2424,4695,1437,1850,780,2618,1954,557,352,1145,1575,8220
10/11,Memphis Grizzlies,309,926,2891,5875,1486,1981,970,2391,1691,771,441,1145,1705,8195
